1,0,9,4
1,0,32,9
1,1,21,8
1,0,1,3
1,1,3,9
2,0,6,10
2,0,22,12
3,0,26,11
3,0,17,14
3,1,25,9
3,0,27,8
4,0,30,14
4,1,14,7
4,1,12,4
4,1,27,14
5,1,28,14
5,1,24,14
6,1,25,13
6,0,18,2
6,0,21,2
6,1,25,13
6,0,10,13
7,1,32,7
7,1,32,11
8,0,28,2
9,0,16,10
9,1,18,14
9,0,24,14
9,1,9,13
10,0,28,7
10,1,23,13
10,1,31,7
11,1,15,8
11,0,6,7
12,1,13,13
12,1,6,10
12,0,26,6
13,0,1,14
14,1,5,13
14,0,23,4
14,0,29,6
14,1,1,3
15,1,10,5
15,0,7,13
16,1,16,8
16,0,4,12
16,1,30,2
17,0,18,6
17,0,12,1
17,0,21,1
17,1,15,10
17,1,15,8
18,0,3,8
18,0,3,2
19,1,27,9
20,0,15,6
20,1,23,10
20,0,8,11
20,0,17,7
21,1,3,6
21,0,21,12
21,0,6,14
21,0,21,10
21,0,9,5
22,1,15,2
22,1,28,3
22,1,6,3
22,1,28,2
23,0,3,13
23,1,9,1
23,0,16,3
24,0,8,13
24,1,19,12
24,0,13,1
25,1,29,9
25,0,14,3
25,1,3,13
25,0,14,2
25,0,10,14
26,1,11,7
26,1,2,1
27,0,5,1
27,1,17,12
27,0,27,11
28,0,5,4
28,0,9,7
28,0,5,11
28,1,1,4
29,1,19,3
29,0,27,3
29,1,27,12
29,1,31,13
29,1,17,12
30,0,10,10
30,0,13,2
30,0,4,13
30,0,14,5
30,1,19,5
31,1,20,10
32,1,28,8
32,0,15,10
32,1,10,8
32,1,19,10
32,1,32,9

