1,1,13,10
1,0,25,8
1,1,17,2
1,0,13,2
2,0,16,7
2,0,19,14
2,0,10,1
2,1,10,1
2,0,21,14
3,1,23,1
3,0,8,6
3,0,22,6
3,1,22,1
3,0,25,3
4,1,19,2
4,1,27,1
4,0,10,6
5,0,20,1
5,0,26,1
5,0,21,4
5,0,11,14
5,0,19,6
6,0,10,12
6,1,13,13
6,0,25,5
6,1,28,4
7,1,9,12
8,1,22,7
8,0,19,2
9,0,7,6
9,1,9,8
9,1,8,8
9,0,29,1
10,0,21,5
10,0,9,12
11,0,9,1
11,0,17,4
12,1,27,14
12,1,4,8
12,1,18,5
13,0,25,12
13,1,32,3
13,1,3,4
13,1,25,4
14,1,27,4
14,1,14,3
14,0,7,3
14,0,23,14
15,1,8,3
15,0,29,1
15,0,24,4
15,0,18,2
15,1,1,5
16,1,28,4
16,0,12,10
16,1,22,7
17,1,7,1
18,0,9,12
19,0,1,9
19,0,2,1
19,0,9,4
19,1,23,11
19,0,11,12
20,0,19,8
20,1,5,4
21,0,15,10
21,0,1,2
22,1,10,6
22,0,19,8
23,0,8,1
23,1,24,14
24,0,2,13
24,1,13,14
24,1,7,6
24,0,12,5
25,0,9,7
25,1,23,5
25,1,3,4
25,1,26,13
26,0,18,3
26,0,29,12
26,0,10,8
26,0,14,12
27,0,29,2
27,1,21,6
27,1,21,11
27,1,19,5
28,1,24,4
28,0,23,6
28,0,27,13
28,1,9,1
29,0,24,5
29,0,11,7
29,1,14,6
29,1,1,9
30,0,15,3
30,1,31,13
31,0,6,9
31,1,10,2
31,1,31,10
31,0,10,6
32,0,7,13

