1,1,6,7
1,1,22,14
2,0,13,13
3,0,16,13
3,0,6,8
3,0,14,4
3,0,3,2
4,1,24,11
4,1,27,7
5,0,12,11
5,0,17,13
5,0,22,4
5,1,4,6
6,0,23,14
6,0,26,1
6,1,18,9
6,0,2,3
7,0,10,3
8,1,9,8
8,1,30,8
8,1,7,11
9,0,3,7
9,0,28,7
10,1,32,13
10,0,27,14
10,1,1,14
10,0,31,12
11,0,19,13
11,0,28,11
11,0,6,10
11,1,7,8
12,1,31,6
12,1,10,1
13,1,14,12
13,0,26,2
14,1,31,5
14,1,2,4
14,1,12,4
14,1,27,3
15,0,10,8
16,1,5,11
16,1,18,6
16,1,8,9
16,0,10,2
16,1,14,8
17,0,27,5
17,1,30,11
18,1,27,2
18,1,19,3
18,1,22,5
19,1,6,8
20,0,14,8
20,1,25,4
20,0,31,13
20,1,13,5
21,1,7,2
21,1,25,6
21,0,32,2
22,1,22,2
23,0,22,9
23,1,18,7
23,1,9,5
24,0,23,9
24,0,23,5
24,0,15,4
25,1,10,14
25,0,8,14
25,0,14,1
25,0,29,9
26,0,25,9
27,0,11,7
27,1,23,9
27,0,21,1
28,1,19,14
28,1,4,13
28,1,27,4
29,0,28,4
30,1,13,1
30,0,32,9
31,1,23,5
31,1,17,9
31,0,15,5
31,0,20,14
32,0,19,2

