1,1,13,12
1,1,9,6
1,0,12,13
1,0,25,14
2,1,21,7
3,1,30,11
3,0,27,13
3,1,13,3
3,1,26,1
3,1,15,11
4,1,16,11
4,1,1,2
4,1,24,3
4,0,14,8
4,0,3,5
5,1,15,3
5,1,28,8
5,0,6,7
5,1,3,11
5,1,16,12
6,0,6,10
6,1,19,8
6,0,10,10
6,0,22,6
7,1,3,2
7,0,19,3
8,1,13,10
8,1,31,5
8,1,13,14
8,0,2,4
8,1,2,1
9,0,14,12
9,1,19,9
9,1,14,2
9,1,11,14
9,0,6,12
10,1,17,14
10,1,6,2
10,0,11,13
10,1,28,10
10,0,1,14
11,1,27,2
12,0,1,8
12,0,26,3
13,1,18,13
14,0,22,10
15,0,14,10
15,0,13,4
16,1,1,10
17,1,15,2
17,0,14,12
17,1,27,13
17,0,23,13
18,1,18,1
18,1,16,11
18,1,30,4
19,0,21,13
19,1,3,11
19,1,4,3
20,0,25,12
20,1,20,11
20,1,15,14
20,0,18,7
21,0,5,2
21,0,3,8
21,0,3,3
22,1,16,13
23,0,1,11
23,1,8,13
24,1,15,10
24,0,27,1
24,0,22,12
25,0,27,14
25,1,7,5
25,1,29,12
25,0,23,9
26,0,23,2
26,0,25,6
26,1,6,2
26,1,4,5
27,0,24,3
27,1,30,11
27,0,18,9
27,1,25,11
28,0,24,2
28,1,8,3
28,0,21,4
28,0,27,9
29,1,20,5
29,1,13,11
30,1,16,7
30,0,29,11
30,1,15,9
31,0,15,10
31,1,27,14
31,0,14,4
31,0,25,1
32,1,27,9
32,1,11,3
32,1,23,4

