1,0,15,5
1,1,1,13
1,0,8,4
1,0,5,14
1,0,18,11
2,1,3,14
2,1,23,2
2,0,25,8
2,0,13,6
3,0,2,14
4,0,11,3
4,1,1,3
5,1,10,3
5,0,31,10
5,0,12,14
5,0,28,10
6,0,9,6
6,1,5,4
6,1,25,9
6,0,22,3
6,0,6,14
7,1,25,13
7,1,27,4
7,0,11,3
7,1,19,13
8,0,18,7
8,1,19,2
8,0,10,9
9,1,7,10
9,1,2,8
10,0,21,10
10,0,20,12
10,0,6,12
11,1,8,4
11,0,12,11
12,1,6,11
12,1,19,3
12,0,20,4
12,1,10,13
13,1,19,14
13,1,1,1
14,1,12,8
14,1,25,14
14,0,31,4
14,1,3,10
15,1,30,5
15,1,27,13
15,1,3,9
15,0,30,13
16,1,10,12
16,1,20,1
16,1,17,4
17,1,25,1
18,1,11,8
18,1,13,11
18,1,27,14
18,0,5,1
18,0,20,11
19,0,18,8
19,1,20,2
19,1,31,14
19,1,26,11
20,0,11,9
21,0,18,10
22,1,31,2
23,1,24,11
23,1,1,2
23,0,28,11
24,1,14,7
24,0,10,11
24,0,9,8
24,1,13,12
24,1,2,3
25,0,26,7
25,0,9,14
26,0,5,4
26,1,1,6
26,1,2,14
26,0,14,4
27,1,14,10
27,0,15,7
28,0,5,3
28,1,15,7
29,1,8,12
30,1,15,11
31,1,24,1
32,1,30,7

