1,0,10,10
2,1,1,14
2,0,22,3
2,1,1,10
2,0,32,3
3,1,17,10
3,0,23,4
3,0,12,9
3,0,3,11
3,0,26,1
4,0,15,2
4,0,3,8
4,1,16,10
4,1,31,1
4,1,10,3
5,1,13,1
5,1,30,10
5,1,11,1
6,0,15,11
6,0,8,5
7,1,5,4
8,0,1,3
8,1,17,4
8,1,30,5
9,1,18,14
9,0,16,14
9,1,10,1
9,1,19,13
9,0,18,9
10,0,15,13
10,0,28,6
10,1,11,3
10,1,32,4
10,0,27,3
11,0,9,13
12,1,3,14
13,1,18,13
14,0,20,9
14,1,15,9
15,1,17,14
16,1,14,9
16,0,1,11
16,1,2,4
16,1,5,11
16,1,28,13
17,1,8,4
17,0,6,3
17,1,17,9
17,0,24,6
18,0,22,9
18,0,1,4
18,1,28,4
19,1,20,1
19,1,28,4
19,0,30,13
19,0,29,4
20,0,20,9
20,0,12,3
21,1,27,12
22,1,9,5
23,1,8,4
24,1,17,1
24,1,27,7
24,1,17,4
24,1,11,2
25,0,23,7
25,0,31,9
25,0,6,1
25,1,31,3
26,1,28,2
26,0,30,12
26,0,15,5
27,0,14,8
27,1,5,6
28,0,18,7
28,1,2,6
28,0,32,8
28,0,30,7
29,1,10,10
29,1,29,12
29,0,29,11
29,0,23,7
30,0,27,5
30,1,26,13
30,1,17,4
30,1,22,13
31,0,20,1
32,0,1,13
32,0,32,14
32,0,10,1
32,1,13,6

