1,1,17,13
1,0,23,4
1,1,18,4
2,0,13,14
2,1,11,7
2,1,8,1
3,0,3,6
4,0,24,4
5,1,12,13
5,0,30,11
5,1,23,12
5,0,2,11
5,1,5,11
6,1,8,1
6,1,31,14
6,0,27,3
7,0,6,3
7,0,28,11
7,1,10,11
7,0,20,8
8,0,31,9
8,1,31,6
8,0,3,2
9,0,15,8
9,1,12,7
9,1,15,4
9,0,31,6
9,0,23,6
10,1,10,1
10,1,19,13
10,0,30,10
10,0,6,2
11,0,25,5
11,0,14,7
11,0,15,10
11,0,6,2
12,1,29,7
12,1,23,2
12,0,18,13
12,0,22,12
12,0,25,4
13,0,31,11
13,1,24,5
13,1,7,7
13,1,17,14
14,1,1,3
14,1,11,2
15,1,10,9
16,1,8,9
16,0,22,14
16,1,15,9
16,0,26,6
17,1,13,1
17,1,13,14
17,1,29,2
17,1,16,12
17,0,24,13
18,1,2,11
18,1,5,1
18,1,23,11
19,1,29,5
20,1,26,4
20,0,29,10
20,1,12,6
20,1,16,8
20,1,31,2
21,0,31,7
21,1,32,4
21,0,1,2
21,1,27,12
22,1,20,2
23,1,18,6
23,1,20,2
23,1,30,4
23,1,14,8
23,1,3,13
24,0,18,13
24,0,18,14
24,0,2,2
25,0,26,4
25,0,16,12
25,0,9,6
25,1,4,4
26,1,17,8
26,1,26,2
26,0,23,13
27,0,10,2
27,0,15,14
28,0,12,10
28,1,1,4
28,0,22,8
28,0,7,12
29,0,4,11
29,1,15,11
29,0,7,3
29,0,30,3
30,1,31,13
31,0,13,3
31,0,6,6
31,1,7,8
31,1,28,10
31,1,20,8
32,1,24,2
32,0,19,1
32,0,14,13
32,1,6,13
32,0,28,4

