1,1,12,12
1,0,19,1
1,1,28,8
1,1,28,10
1,0,3,9
2,1,20,6
2,1,23,2
2,1,2,14
2,1,23,2
3,1,15,5
3,0,1,7
3,0,4,12
3,1,2,8
3,0,9,7
4,1,27,9
4,1,6,8
5,1,28,1
6,1,15,11
6,0,7,2
6,0,10,14
6,1,24,13
7,0,23,6
7,1,1,9
8,1,27,14
8,1,22,4
8,0,8,14
9,0,27,5
9,0,21,13
9,0,28,10
10,0,11,6
10,1,2,3
10,0,13,1
10,0,12,10
10,0,14,2
11,1,1,6
12,1,15,9
12,0,32,11
13,1,14,10
13,0,30,6
13,1,30,7
13,1,4,4
13,0,1,13
14,1,27,13
14,1,22,7
14,0,3,1
14,0,22,4
15,1,5,7
15,1,29,8
16,1,16,12
16,1,4,6
16,0,19,6
17,0,10,9
18,0,24,6
18,1,30,1
18,1,27,4
19,0,20,11
19,1,29,10
19,0,5,11
19,0,11,11
19,0,22,14
20,1,11,14
20,1,8,1
20,0,8,1
20,1,25,13
20,1,19,9
21,0,18,3
21,1,17,1
22,1,26,12
22,0,18,1
22,1,30,1
22,0,7,13
22,0,20,8
23,0,19,13
23,1,15,9
23,0,12,6
23,0,13,3
24,1,19,2
24,1,6,4
24,0,20,7
25,0,27,2
26,0,10,3
26,1,21,9
26,1,25,10
26,1,28,6
27,1,27,7
27,1,29,13
27,1,14,2
27,0,14,2
27,0,13,13
28,1,7,5
28,1,8,8
28,0,6,1
28,1,10,14
28,1,4,8
29,0,17,1
29,0,11,12
30,0,6,6
31,0,13,1
31,1,10,2
32,0,13,9
32,0,30,11
32,0,31,8
32,0,28,4

