1,1,26,1
1,1,17,6
1,1,7,4
2,0,13,12
3,1,27,1
4,1,8,12
4,0,25,10
5,0,5,1
5,0,15,5
5,1,24,7
6,1,22,4
7,1,27,13
7,1,3,1
7,1,10,3
7,1,4,4
8,0,5,1
8,0,2,14
8,1,31,9
8,1,22,11
8,1,18,5
9,1,20,9
9,0,11,12
10,0,25,8
10,0,28,3
10,1,8,6
10,0,32,12
10,1,3,8
11,1,24,9
11,1,16,14
12,1,4,6
12,1,5,3
12,0,29,13
13,1,12,9
13,0,5,13
14,0,18,12
14,0,6,8
15,1,1,14
15,1,28,11
15,0,26,13
16,0,19,5
17,0,18,4
17,0,1,12
17,1,8,5
17,1,4,14
17,0,22,5
18,1,6,5
19,0,25,1
19,0,5,1
19,1,15,14
19,0,2,11
20,0,23,12
21,0,8,6
21,0,8,2
21,1,24,12
22,0,6,8
22,0,14,8
22,0,27,3
22,0,24,9
23,1,29,14
23,0,4,12
24,1,12,4
24,1,9,13
24,1,20,6
24,0,3,4
25,1,18,4
25,0,13,2
25,1,4,13
26,0,21,4
27,1,19,9
27,0,24,3
27,1,15,7
27,0,2,12
27,1,26,13
28,0,23,11
28,1,29,5
28,1,12,13
28,0,3,11
28,0,32,2
29,1,18,5
29,1,32,13
29,0,20,4
29,1,20,14
29,1,20,9
30,1,19,10
30,0,30,13
30,1,32,8
31,1,13,4
32,1,8,8
32,0,4,6
32,0,16,13
32,0,3,10
32,1,3,4

