1,1,13,14
1,0,11,12
1,1,1,9
1,1,9,10
2,0,19,10
2,0,19,11
2,1,9,5
2,0,7,10
3,1,4,7
3,0,15,14
4,0,4,10
4,0,8,2
5,0,12,11
6,1,22,12
6,1,5,12
6,0,5,9
6,0,29,2
6,1,7,2
7,1,2,5
7,0,15,14
7,0,7,1
7,0,8,10
8,1,22,8
8,1,23,1
8,1,24,1
8,1,21,13
9,0,27,8
9,0,20,10
9,1,14,9
9,0,27,11
9,0,19,8
10,0,9,4
10,1,8,12
10,0,23,6
10,0,13,4
10,0,28,3
11,1,23,14
11,0,26,2
11,1,18,5
12,0,12,13
12,1,30,7
12,0,5,2
13,0,5,12
14,0,5,3
14,0,22,14
15,1,31,3
16,1,32,5
17,0,32,5
17,0,8,13
18,1,12,2
18,0,27,3
18,0,2,2
18,0,12,13
19,0,3,4
19,0,27,14
19,1,25,11
19,0,31,1
20,0,24,1
21,1,23,10
21,0,26,11
21,1,21,9
22,1,19,10
22,0,28,9
22,1,7,9
23,0,10,10
23,1,12,13
23,1,15,12
23,1,8,7
23,0,5,12
24,1,8,6
25,0,11,11
25,1,13,14
25,1,3,4
25,1,17,14
25,0,28,5
26,0,19,12
26,1,31,2
27,0,7,9
27,0,23,3
28,0,12,11
28,0,31,5
28,0,20,12
28,0,2,11
28,0,17,8
29,0,32,9
29,0,22,11
29,1,5,13
29,1,23,8
29,1,17,2
30,1,6,1
30,1,7,13
31,1,24,9
31,1,21,10
32,0,1,2
32,1,18,10
32,0,3,1

