1,0,12,4
1,1,24,10
1,1,30,5
2,0,15,2
2,1,2,1
2,1,27,12
3,1,31,12
3,0,16,1
3,1,5,4
3,1,32,7
4,0,3,11
5,0,6,5
5,1,17,13
5,1,18,14
5,0,24,7
6,1,13,12
6,0,10,12
6,0,15,13
6,1,23,13
6,1,1,10
7,1,8,10
8,0,16,4
8,0,15,2
8,1,29,4
8,0,16,4
9,0,21,12
10,0,15,12
11,0,9,6
12,1,16,11
12,1,14,5
12,0,20,3
12,1,31,5
13,0,2,12
13,0,9,13
14,0,32,8
14,0,3,6
14,1,24,6
14,1,22,12
15,0,25,1
16,0,32,10
16,1,30,1
16,0,7,10
16,0,12,9
17,0,26,9
17,0,10,7
17,1,22,7
17,0,24,8
18,0,4,8
18,1,12,2
18,1,18,7
18,1,24,6
19,0,16,12
19,1,1,4
20,0,27,13
20,0,13,9
20,0,22,12
20,0,27,11
21,0,21,12
21,0,4,11
21,1,1,12
21,0,20,7
21,0,22,3
22,0,25,4
22,1,10,8
23,0,21,5
23,1,3,9
23,0,12,13
24,0,13,4
24,1,12,3
24,1,32,10
25,0,14,14
25,0,6,6
25,0,12,5
25,1,1,1
25,0,28,14
26,1,27,9
26,0,9,10
26,1,28,9
26,0,27,5
26,0,28,8
27,0,16,14
28,1,1,10
28,0,14,13
28,1,18,13
28,0,11,3
28,1,11,10
29,1,17,1
29,0,7,8
30,0,23,10
30,1,6,7
30,0,4,14
30,1,10,11
31,0,29,2
31,1,23,12
32,1,21,13
32,1,7,9

