1,0,31,7
1,0,15,2
1,0,27,2
2,0,6,10
2,0,24,9
2,1,11,13
3,1,22,7
3,0,4,3
3,0,29,12
3,1,25,10
4,1,32,12
4,1,11,10
4,0,10,1
4,0,18,6
4,0,17,11
5,0,30,12
5,1,16,2
5,0,19,13
6,0,4,2
6,1,8,2
6,0,16,12
7,0,11,8
7,1,16,9
7,0,13,7
7,1,30,8
7,0,22,14
8,0,6,8
8,1,18,11
8,0,28,10
9,1,16,5
9,0,29,9
9,0,19,11
9,0,6,7
9,0,2,6
10,1,1,13
11,1,1,6
11,1,18,3
11,1,13,8
11,1,4,3
12,1,1,2
12,0,13,9
12,0,2,9
12,1,15,13
13,1,13,6
13,0,11,11
14,1,12,11
14,0,19,5
14,0,32,11
15,1,13,2
15,1,15,12
16,1,29,12
16,1,14,14
16,0,11,11
16,0,15,12
16,1,9,8
17,1,2,11
17,0,13,7
18,1,18,13
18,0,19,8
18,1,15,4
19,0,7,11
20,1,18,6
20,1,25,10
20,1,2,9
20,0,6,8
21,1,11,4
21,0,6,2
21,1,29,2
21,1,22,12
22,0,6,1
22,0,8,5
23,0,21,6
23,1,17,14
23,0,24,12
24,0,19,1
24,1,27,10
25,1,17,6
25,0,4,10
25,0,31,3
25,0,3,3
26,1,2,8
26,1,11,3
27,0,10,6
27,0,5,1
27,1,30,6
27,0,28,8
28,1,27,9
29,0,12,12
29,1,24,14
29,0,11,14
30,1,23,10
30,0,6,2
31,1,17,10
31,0,7,9
31,0,13,11
31,1,26,9
31,0,15,14
32,1,20,3

