1,0,18,4
1,1,8,3
1,1,6,6
2,1,25,4
2,1,27,14
2,1,2,9
2,0,25,9
2,0,9,10
3,1,8,5
3,1,11,9
3,0,12,8
3,1,27,8
4,0,13,5
4,1,24,14
4,0,14,7
4,0,24,2
5,0,9,3
6,0,26,11
6,0,20,9
6,1,21,11
6,0,1,9
7,1,21,2
8,1,29,10
8,0,5,5
8,0,22,7
9,1,6,14
9,1,32,14
9,0,24,2
9,1,19,4
10,0,26,1
10,1,24,9
11,1,1,1
12,1,31,9
12,0,30,1
12,0,23,13
12,0,14,5
12,1,28,1
13,0,6,1
13,1,27,7
13,1,11,5
13,1,27,9
14,1,25,3
14,0,2,3
15,0,19,11
15,1,7,3
15,0,13,11
15,1,23,12
15,1,2,12
16,0,21,6
16,1,12,6
16,1,16,6
16,1,7,5
16,0,29,1
17,1,5,12
18,1,13,8
18,0,19,10
18,1,12,14
19,0,9,14
19,1,32,8
19,0,12,1
19,1,30,8
19,0,27,11
20,0,7,5
20,0,1,13
20,0,15,11
20,1,8,2
20,0,15,7
21,1,30,5
21,0,12,11
21,0,25,12
22,1,7,3
23,0,4,6
23,0,18,6
23,1,12,13
23,1,23,14
24,0,20,14
24,1,7,5
24,0,19,2
24,1,6,9
25,0,24,7
25,0,2,12
25,0,20,10
25,1,13,3
26,0,15,6
26,0,13,11
26,1,11,9
26,1,7,1
27,0,27,13
27,1,16,7
27,0,6,7
27,1,32,1
27,1,21,5
28,1,15,2
29,0,20,10
29,0,7,14
30,0,1,4
30,1,16,14
30,0,9,7
30,1,24,5
31,1,17,6
31,0,28,10
31,1,16,2
32,0,11,9
32,0,21,9
32,0,9,8
32,1,30,6

