1,1,22,3
1,1,17,11
1,1,30,10
1,0,24,11
2,1,5,7
2,1,23,6
3,1,4,4
4,1,6,6
4,1,3,11
4,1,23,10
5,0,8,12
5,1,2,2
5,0,27,8
5,1,4,13
6,0,12,14
6,1,25,12
6,0,22,4
7,0,26,1
7,1,24,4
7,0,3,5
8,0,12,6
8,0,23,7
8,0,6,10
9,1,6,12
9,1,25,9
9,1,12,1
10,1,15,4
10,0,29,11
10,0,14,2
10,1,1,4
11,1,8,12
11,1,12,9
11,0,3,6
11,0,9,3
12,1,20,2
12,1,21,1
12,0,17,10
12,0,28,1
12,1,18,3
13,0,5,6
13,1,4,11
13,0,31,8
13,1,31,6
13,0,20,8
14,1,23,7
14,1,15,3
14,1,15,11
15,0,5,6
15,0,28,5
15,1,13,11
16,0,5,13
17,1,14,12
18,1,11,4
19,0,13,8
19,0,27,6
20,0,11,13
20,0,26,3
21,0,8,14
21,0,7,2
22,0,11,8
23,1,1,2
23,1,28,11
23,1,9,4
24,0,12,6
24,1,27,3
24,0,6,9
24,0,12,2
25,1,32,2
25,0,15,8
25,0,26,13
25,1,17,6
26,0,6,14
26,0,15,9
26,0,7,10
27,0,20,9
27,0,24,3
27,1,17,5
27,1,26,6
28,1,28,6
28,1,25,1
29,1,26,5
29,0,24,6
30,0,24,4
30,1,22,9
30,1,16,5
30,0,8,13
31,1,32,1
32,0,16,7
32,1,28,1
32,0,29,2
32,1,3,2

