1,0,3,5
2,1,14,5
2,0,17,7
2,0,8,9
2,0,11,14
2,1,32,7
3,1,6,12
3,0,15,11
3,1,22,7
3,1,17,2
3,1,23,3
4,1,31,11
4,1,7,10
5,0,21,14
6,0,21,9
6,0,10,12
6,0,7,8
6,0,28,12
7,1,15,2
8,0,18,12
8,1,29,12
8,0,7,1
9,0,1,4
9,1,21,5
9,0,8,12
9,1,12,6
10,1,31,9
10,1,30,13
11,0,21,3
11,1,15,5
11,1,4,7
12,1,22,8
13,1,7,5
13,0,1,3
13,0,13,12
13,1,9,14
13,0,15,7
14,0,17,10
14,1,7,12
15,1,2,2
15,1,31,14
15,1,18,13
15,0,12,7
15,0,17,1
16,1,1,6
16,1,3,14
16,0,22,9
17,0,26,1
17,0,24,12
17,1,24,12
18,0,6,9
18,0,3,1
18,0,23,4
19,1,23,12
19,1,25,14
19,1,23,5
19,0,9,4
20,1,20,1
20,0,30,14
20,1,25,8
21,0,13,8
21,0,25,8
21,1,9,8
22,1,24,3
22,0,8,7
23,0,4,7
23,1,10,7
24,1,22,2
24,0,28,11
24,1,20,6
25,1,16,9
25,0,18,12
25,0,17,14
25,0,9,5
26,1,19,11
27,0,20,12
27,0,21,13
27,0,25,10
28,0,8,11
28,1,24,6
28,0,14,10
28,0,8,14
28,1,16,2
29,1,26,4
29,1,31,10
29,1,25,3
29,1,29,1
29,1,20,3
30,1,22,3
30,0,10,3
31,1,5,7
31,1,26,13
31,0,18,4
31,1,9,14
31,1,1,3
32,1,16,2
32,0,9,13
32,0,8,12
32,0,26,3

