1,0,31,14
1,1,20,1
2,0,31,8
3,1,11,6
3,1,31,2
4,0,1,10
4,0,13,6
4,1,22,5
4,0,8,14
5,0,3,6
5,1,11,4
5,1,10,12
6,1,26,13
6,0,7,8
6,1,18,1
6,0,5,8
7,1,25,12
8,1,16,14
8,0,6,6
8,1,1,12
8,0,7,7
9,1,3,9
9,1,5,9
9,1,7,13
9,0,7,3
10,0,19,11
10,1,25,11
11,0,13,8
11,1,30,11
11,1,2,12
11,0,6,6
12,1,19,5
12,0,25,2
12,0,16,1
13,1,7,11
13,0,25,4
13,0,20,11
13,1,1,8
14,1,9,12
14,0,23,9
14,0,8,3
15,1,31,2
15,0,17,5
15,1,2,7
16,1,31,10
16,1,20,6
16,0,18,7
16,1,2,11
17,0,12,13
17,1,31,10
17,1,3,11
17,1,1,6
18,1,18,11
18,1,12,8
18,0,23,13
19,0,3,4
19,1,4,14
19,1,4,14
19,0,1,2
20,1,16,10
20,0,31,8
20,1,24,14
20,0,16,11
21,0,8,4
21,1,19,7
21,1,29,1
21,1,10,2
21,0,21,12
22,0,32,2
23,1,11,3
24,0,5,8
24,0,24,3
24,1,11,2
24,0,17,5
25,1,32,14
25,1,20,2
25,0,30,10
26,0,32,13
27,1,23,12
27,0,18,1
27,1,20,4
27,0,22,8
28,1,26,1
28,1,22,12
28,1,8,7
28,0,25,7
28,0,1,8
29,1,4,2
29,1,22,9
29,0,19,5
29,1,27,8
30,0,20,1
30,0,11,11
30,0,24,7
30,1,24,10
31,0,29,7
32,0,27,5
32,0,9,9
32,1,31,14
32,1,18,3
32,1,26,14

