28639.4293696769, 11326.9268504316
20661.2765498166, 41478.5335694021
7693.22790405434, 28325.6852356652
23841.4978880854, 17364.5610684017
8832.07529932261, 21557.8687901944
31240.3940145792, 44228.8108417913
18702.3672566386, 22062.41847328
34390.7105911542, 29194.53384367
42011.8041007565, 1827.70218721498
42247.9564435976, 15553.1273975577
45029.3461195044, 16558.71359317
38732.0584944517, 1564.99888350442
38634.9891482648, 28844.1763444571
32223.9136372728, 37275.3399657924
21268.2451564567, 36321.2978102788
768.028267144226, 28667.7194651496
35142.1802204517, 11979.4672312587
42086.8640350299, 16344.3966846894
47146.71971488, 42129.197821036
25622.2410764049, 5671.75879303366
26643.8503606729, 28798.3285753503
17978.3448286122, 17033.5792975165
30158.8951092856, 28787.2197591523
43831.7946334495, 39956.5630557248
47871.5976837524, 22833.6191076944
30488.955965152, 3042.99874842912
40644.9006328771, 28157.0564879272
20563.8922068416, 45338.8397703078
36660.3220529668, 19779.9781666864
35849.7164378867, 42923.8753434774
17622.0989016816, 30648.421422014
35338.6082258802, 41077.3733715694
34207.0068021081, 41198.8800450331
4054.09027831256, 15906.5781278899
47599.6075938744, 19233.3367075576
28790.0213700898, 21172.4614862725
28245.3955843458, 45783.4797440125
45555.8464712976, 40507.5691112699
43960.0721316515, 31126.6842441903
38759.1668372145, 13549.078460847
27314.4965868527, 35337.2417406561
6119.39936937951, 47121.0840300592
25325.1606450807, 21153.9741050955
25786.6826130841, 36963.6416630587
32419.8983759833, 15120.8756302809
16457.0250808219, 22272.0122361584
14090.1385313408, 4493.7130150171
883.30774125387, 13877.8229022296
1125.94416730478, 9156.47161911987
8428.79931189376, 6455.01188937388
3157.23558290396, 5458.52766384277
7363.72136236005, 1259.51692899875
569.884033761919, 9392.36193415895
37617.4386974867, 6274.42834512889
18246.8444801327, 32045.163995103
20340.4934539953, 43030.3807278937
25693.0840567152, 31653.5525405966
25422.3303003903, 19839.0261822306
31084.7254071785, 26442.4793512449
26740.6417337074, 29307.5428317012
12635.421727052, 22481.9282978093
45123.1432712842, 21469.5008359328
13674.7742267111, 43149.9379407847
3249.21571242716, 17805.474683011
14254.9324823415, 28686.8825772619
2657.29050843883, 7529.24256497249
24165.3921356741, 21411.9080282999
31965.4600605641, 26689.4327320997
28992.9362358467, 16562.7607098147
20599.4195289633, 16241.0607981952
25599.3488289374, 21245.9163427837
784.783233544789, 17722.0364864152
23063.5466309306, 14092.1508288728
31157.5273806388, 4474.94466489181
28426.1753041055, 28432.165730116
22692.1404165758, 20083.5814940967
3762.6549834141, 18229.4304335918
6134.38043218688, 7699.36196096707
34809.6430010283, 42855.4678881187
36925.0888926648, 28001.612335816
8588.76251480263, 51.775977239944
43542.2025867666, 22388.9029728603
16728.5641532661, 8170.53906222433
1617.79342634138, 577.796495670453
9750.96517921519, 2505.73628420755
39676.7453382965, 1924.56218896527
44221.6739445385, 3237.34264629893
32476.0136075187, 15032.3942703865
6232.87036288064, 3587.61632613558
30396.2746977117, 18462.9357281541
3384.80727556441, 7551.87769032642
4318.74419430317, 18602.7078134753
3809.3322932208, 15940.0687442878
10911.9771966422, 7243.88680428546
11541.3755413087, 2615.14073791914
3345.28873092891, 13565.1628438765
2368.81559040654, 14753.9571353933
7338.93373540882, 11152.1497413078
12967.8383430578, 6324.5643858593
4143.19357328443, 16114.3253832394
3567.24243735336, 7903.40967788175
3327.34923084383, 14953.578681428
28702.7925371192, 4577.19883736223
2833.8157799067, 9711.79334366135
12466.6757363575, 22546.4577437919
247.407883094624, 36803.5475308392
181.79829120473, 35120.8644953417
6401.5217561326, 34764.7186308336
7988.07430101722, 19449.8075183798
23.0081860665232, 37898.5011057472
5098.78677502205, 32655.4913927484
2384.33484830428, 41784.0535098771
351.306187605485, 35450.9858927168
30803.5325204115, 9961.31178720854
1197.39522748813, 44721.0309252264
35913.2309811469, 1639.25744935684
3109.2117620958, 42833.3085644748
4568.97821536381, 39724.3093711222
1791.15713643748, 40966.3209994501
968.381900576875, 38246.3749537058
2423.36267807707, 37648.4371924121
17789.5283707799, 5418.18907008972
28832.4867882552, 41185.9948100243
3451.01865261141, 10487.5849611657
2534.97352613881, 22516.3993682256
7448.99653589795, 10544.6503068767
5597.7627430642, 18972.4845263101
31953.4076575954, 15494.0851731999
48138.1437589312, 8388.14637180045
6894.60001416039, 47232.5178049654
2313.97258502338, 34010.4316922063
31143.2175754057, 45787.6631670827
2791.33063715231, 43625.2822169205
38310.4899502276, 30963.0617112974
2787.21801274177, 36616.5030996297
22770.4229480263, 22781.3835366573
6583.91120847873, 36545.6417926094
39131.0700363582, 16798.8976103803
1206.72613878688, 39863.6884432277
21608.3169450536, 5693.78071864787
44039.3683979679, 23031.5057569491
33451.0928796516, 44181.4505389575
6432.93000196759, 40726.3816518309
47196.4725275999, 39333.0741589554
39273.7763386024, 40312.9523082292
855.285205977503, 39538.9178738082
4919.30723521882, 43465.0484712441
3357.55467732716, 34668.226507402
108.896400935948, 46721.7619314147
33734.2912332797, 14899.9072578019
